datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2025-05-01T20:00:00Z,1.76838,1.7701,1.76675,1.76884,4978.0,23,0.0,4978.0
2025-05-02T00:00:00Z,1.76889,1.7693,1.75937,1.76249,9658.0,23,0.0,9658.0
2025-05-02T04:00:00Z,1.76249,1.76714,1.76249,1.76584,10119.0,23,0.0,10119.0
2025-05-02T08:00:00Z,1.7657500000000002,1.7663600000000002,1.75977,1.76362,10142.0,23,0.0,10142.0
2025-05-02T12:00:00Z,1.76363,1.76377,1.75499,1.75769,15215.0,23,0.0,15215.0
2025-05-02T16:00:00Z,1.75772,1.75813,1.75242,1.75319,10159.0,23,0.0,10159.0
2025-05-02T20:00:00Z,1.75314,1.7534999999999998,1.7516699999999998,1.7534999999999998,1427.0,23,0.0,1427.0
2025-05-04T20:00:00Z,1.74944,1.7569,1.74851,1.7568,4455.0,23,0.0,4455.0
2025-05-05T00:00:00Z,1.75679,1.75861,1.74919,1.7532299999999998,9363.0,23,0.0,9363.0
2025-05-05T04:00:00Z,1.7532100000000002,1.75401,1.74819,1.74964,9162.0,23,0.0,9162.0
2025-05-05T08:00:00Z,1.74967,1.74993,1.74623,1.74917,8913.0,23,0.0,8913.0
2025-05-05T12:00:00Z,1.74916,1.75306,1.74849,1.74849,11281.0,23,0.0,11281.0
2025-05-05T16:00:00Z,1.7485,1.74965,1.74709,1.74893,7012.0,23,0.0,7012.0
2025-05-05T20:00:00Z,1.7489599999999998,1.75093,1.74759,1.7507899999999998,3778.0,23,0.0,3778.0
2025-05-06T00:00:00Z,1.75078,1.75299,1.74841,1.7513800000000002,8915.0,23,0.0,8915.0
2025-05-06T04:00:00Z,1.7513800000000002,1.7568,1.7503,1.75563,8482.0,23,0.0,8482.0
2025-05-06T08:00:00Z,1.7557,1.7574800000000002,1.7524,1.75251,9921.0,23,0.0,9921.0
2025-05-06T12:00:00Z,1.75256,1.7547700000000002,1.74789,1.74847,10585.0,23,0.0,10585.0
2025-05-06T16:00:00Z,1.74843,1.7523300000000002,1.74644,1.75013,8215.0,23,0.0,8215.0
2025-05-06T20:00:00Z,1.7501,1.75218,1.7383,1.74364,7361.0,17,0.0,7361.0
2025-05-07T00:00:00Z,1.74365,1.75025,1.74206,1.74953,11426.0,23,0.0,11426.0
2025-05-07T04:00:00Z,1.74953,1.75497,1.7488,1.75246,9137.0,23,0.0,9137.0
2025-05-07T08:00:00Z,1.75248,1.75641,1.7523300000000002,1.7544300000000002,8596.0,23,0.0,8596.0
2025-05-07T12:00:00Z,1.75438,1.75858,1.75409,1.75629,10350.0,23,0.0,10350.0
2025-05-07T16:00:00Z,1.75629,1.76218,1.75507,1.7581099999999998,12872.0,23,0.0,12872.0
2025-05-07T20:00:00Z,1.7580900000000002,1.7598,1.75735,1.75753,5062.0,23,0.0,5062.0
2025-05-08T00:00:00Z,1.75749,1.75942,1.75296,1.7541600000000002,9432.0,23,0.0,9432.0
2025-05-08T04:00:00Z,1.7541600000000002,1.76115,1.75359,1.75953,10383.0,23,0.0,10383.0
2025-05-08T08:00:00Z,1.7595,1.76149,1.7568899999999998,1.76037,9773.0,23,0.0,9773.0
2025-05-08T12:00:00Z,1.76037,1.76293,1.75124,1.75342,13240.0,23,0.0,13240.0
2025-05-08T16:00:00Z,1.75348,1.75513,1.75041,1.75375,9361.0,23,0.0,9361.0
2025-05-08T20:00:00Z,1.75372,1.75608,1.75186,1.75593,4448.0,23,0.0,4448.0
2025-05-09T00:00:00Z,1.75597,1.75764,1.7516,1.75183,9467.0,23,0.0,9467.0
2025-05-09T04:00:00Z,1.75183,1.75691,1.75143,1.75511,8394.0,23,0.0,8394.0
2025-05-09T08:00:00Z,1.7550599999999998,1.75837,1.7550599999999998,1.75704,8168.0,23,0.0,8168.0
2025-05-09T12:00:00Z,1.757,1.7577,1.75225,1.75434,10218.0,23,0.0,10218.0
2025-05-09T16:00:00Z,1.75434,1.75598,1.75422,1.75568,6774.0,23,0.0,6774.0
2025-05-09T20:00:00Z,1.75566,1.75586,1.754,1.75424,1115.0,23,0.0,1115.0
2025-05-11T20:00:00Z,1.7462,1.74935,1.74341,1.7489599999999998,5039.0,23,0.0,5039.0
2025-05-12T00:00:00Z,1.74901,1.75147,1.74638,1.7467,9520.0,23,0.0,9520.0
2025-05-12T04:00:00Z,1.74665,1.74702,1.73161,1.73374,13278.0,23,0.0,13278.0
2025-05-12T08:00:00Z,1.73369,1.73907,1.73114,1.73741,13990.0,23,0.0,13990.0
2025-05-12T12:00:00Z,1.73739,1.74497,1.73714,1.74395,12404.0,23,0.0,12404.0
